Field,Experience,Location,Company Size,Salary,URL
IT - Phần mềm,5 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/senior-robotics-test-engineer/1656345.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355178
IT - Phần mềm,5 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/senior-robotics-product-manager/1656346.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355178
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke/1090170.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355178
IT - Phần mềm,3 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/motor-control-engineer/1656347.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355178
IT - Phần mềm,5 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/senior-robotics-ui-ux-engineer/1656349.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355178
Sản xuất,1 năm,Hồ Chí Minh,10-24 nhân viên,12 - 15 triệu,https://www.topcv.vn/viec-lam/nhan-vien-designer/1655516.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355178
Marketing / Truyền thông / Quảng cáo,3 năm,Hà Nội,100-499 nhân viên,Từ 16 triệu,https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh/1656196.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355178
Marketing / Truyền thông / Quảng cáo,Trên 5 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/giam-doc-kinh-doanh/1656227.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355178
In ấn / Xuất bản,1 năm,Hồ Chí Minh,25-99 nhân viên,12 - 20 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa-in-chuyen-nhiet/1174393.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355178
IT - Phần mềm,3 năm,Hồ Chí Minh,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/senior-java-developer/1563868.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,2 năm,Hà Nội,10-24 nhân viên,18 - 20 triệu,https://www.topcv.vn/viec-lam/technical-leader-fullstack-dev/1656334.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa/1647286.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/it-ui-ux-designerbiet-tieng-han/1654545.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,5 năm,Hồ Chí Minh,10-24 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/senior-full-stack-developer-java-vue/1597632.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,5 năm,Hà Nội,10-24 nhân viên,30 - 50 triệu,https://www.topcv.vn/viec-lam/bridge-system-engineer/1656308.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,2 năm,Hà Nội,100-499 nhân viên,"Tới 1,500 USD",https://www.topcv.vn/viec-lam/ios-developer/1465032.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,4 năm,Hồ Chí Minh,10-24 nhân viên,15 - 40 triệu,https://www.topcv.vn/viec-lam/senior-unity-developer/1656286.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
Thương mại điện tử,1 năm,Hà Nội,10-24 nhân viên,11 - 14 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa-graphic-design/1635234.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,1 năm,Hà Nội,25-99 nhân viên,9 - 15 triệu,https://www.topcv.vn/viec-lam/graphic-design/1656164.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,1 năm,Hà Nội,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/backend-developer/1656284.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,5 năm,Hồ Chí Minh,5000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/ai-project-manager/1656315.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,2 năm,Nhật Bản,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/ky-su-cau-noi-brse-jlpt-n2-n1-base-tech/1656229.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần cứng,1 năm,Hà Nội,10-24 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-may-tinh/1220158.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,2 năm,Hồ Chí Minh & 4 nơi khác,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/deputy-sale-director/1425851.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/data-engineer-tot-tieng-anh/1656206.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,4 năm,Hồ Chí Minh,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/middle-database-developer-data-engineer/1457899.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
Thương mại điện tử,1 năm,Hà Nội,10-24 nhân viên,9 - 12 triệu,https://www.topcv.vn/viec-lam/nhan-vien-design/1593348.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,2 năm,Hồ Chí Minh & 4 nơi khác,100-499 nhân viên,17 - 50 triệu,https://www.topcv.vn/viec-lam/sale-leader-team-ban-giai-phap-fb-gosell/1570714.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,1 năm,Hồ Chí Minh & 4 nơi khác,100-499 nhân viên,10 - 30 triệu,https://www.topcv.vn/viec-lam/nhan-vien-sale-b2b-mo-gian-hang-alibaba/1483413.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,Dưới 1 năm,Hà Nội,100-499 nhân viên,8 - 15 triệu,https://www.topcv.vn/viec-lam/nhan-vien-playable-ads-developer-unity/1656173.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,3 năm,Hà Nội,25-99 nhân viên,Tới 40 triệu,https://www.topcv.vn/viec-lam/odoo-team-leader/1656169.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
Logistics - Vận tải,2 năm,Hà Nội,100-499 nhân viên,9 - 13 triệu,https://www.topcv.vn/viec-lam/it-helpdesk-it-support/1612388.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,1 năm,Hà Nội,100-499 nhân viên,23 - 28 triệu,https://www.topcv.vn/viec-lam/test-leader/1656139.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,2 năm,Hà Nội,100-499 nhân viên,15 - 25 triệu,https://www.topcv.vn/viec-lam/nhan-vien-data-engineer/1656097.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,1 năm,Hồ Chí Minh,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-phan-mem/1080264.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,2 năm,Hà Nội,100-499 nhân viên,Tới 22 triệu,https://www.topcv.vn/viec-lam/backend-java-tieng-anh-tot/1656038.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/devops-engineer-aws/1515172.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,4 năm,Hồ Chí Minh,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/qa-engineer-automation/1655951.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,3 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/truong-nhom-trien-khai-phan-mem/1589189.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/cophanvienthongfpt/tuyen-dung/network-engineer-j1655802.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,2 năm,Hà Nội,100-499 nhân viên,"Tới 1,500 USD",https://www.topcv.vn/viec-lam/java-developer-english/1083092.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,Trên 5 năm,Hà Nội,100-499 nhân viên,Tới 55 triệu,https://www.topcv.vn/viec-lam/senior-backend-developer-node-js-php/1655792.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
Viễn thông,2 năm,Hồ Chí Minh,500-1000 nhân viên,30 - 34 triệu,https://www.topcv.vn/viec-lam/voip-engineer-avaya-unified-communications/1609259.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,3 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/tech-lead-nestjs/1654274.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
Logistics - Vận tải,Trên 5 năm,Hồ Chí Minh,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/technical-leader/1655761.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,3 năm,Hà Nội,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/ux-ui-designer-tren-3-nam-kinh-nghiem/1575079.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/data-engineer/1655731.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
Marketing / Truyền thông / Quảng cáo,2 năm,Hà Nội,10-24 nhân viên,12 - 14 triệu,https://www.topcv.vn/viec-lam/thiet-ke-do-hoa/1654729.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,1 năm,Hà Nội,1000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/data-scientist-du-an-egov/1574679.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
Dược phẩm / Y tế / Công nghệ sinh học,3 năm,Hồ Chí Minh,25-99 nhân viên,40 - 55 triệu,https://www.topcv.vn/viec-lam/magento-developer-project-contract/1655637.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
Sản xuất,2 năm,Hà Nội,25-99 nhân viên,15 - 20 triệu,https://www.topcv.vn/viec-lam/truong-nhom-thiet-ke/1607162.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,3 năm,Hà Nội,10-24 nhân viên,35 - 45 triệu,https://www.topcv.vn/viec-lam/middle-senior-ios-developer/1655626.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
Thiết kế / kiến trúc,5 năm,Hồ Chí Minh,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/unity-3d-game-developer/1655621.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
Du lịch,2 năm,Hồ Chí Minh,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/truong-nhom-thiet-ke/1540873.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
Du lịch,1 năm,Hồ Chí Minh,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-3d/1611608.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,2 năm,Hà Nội,100-499 nhân viên,Tới 35 triệu,https://www.topcv.vn/viec-lam/chuyen-vien-quan-tri-he-thong-system-admin/1409770.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,Không yêu cầu,Hồ Chí Minh,500-1000 nhân viên,6 - 28 triệu,https://www.topcv.vn/viec-lam/thuc-tap-sinh-kinh-doanh-phan-mem-website/1561491.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,Không yêu cầu,Hồ Chí Minh,500-1000 nhân viên,8 - 32 triệu,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-phan-mem/1561412.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
Dược phẩm / Y tế / Công nghệ sinh học,2 năm,Hà Nội,3000+ nhân viên,12 - 18 triệu,https://www.topcv.vn/viec-lam/scrum-master/1529624.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355181
IT - Phần mềm,1 năm,Hà Nội,25-99 nhân viên,10 - 30 triệu,https://www.topcv.vn/viec-lam/product-owner-ios/1655554.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
IT - Phần mềm,Dưới 1 năm,Hà Nội,100-499 nhân viên,10 - 20 triệu,https://www.topcv.vn/viec-lam/nhan-vien-video-creative-app/1655536.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
Marketing / Truyền thông / Quảng cáo,1 năm,Hà Nội,10-24 nhân viên,8 - 15 triệu,https://www.topcv.vn/viec-lam/thiet-ke-design-social-media-1-2-nam-kinh-nghiem/1651500.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/newwavesolutions/tuyen-dung/fresher-business-development-tieng-han-j1655532.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
IT - Phần mềm,Không yêu cầu,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/thuc-tap-sinh-kinh-doanh/1655513.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
Bán lẻ - Hàng tiêu dùng - FMCG,1 năm,Hà Nội,25-99 nhân viên,12 - 15 triệu,https://www.topcv.vn/viec-lam/thiet-ke-do-hoa/1655485.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
IT - Phần mềm,Dưới 1 năm,Hà Nội,25-99 nhân viên,10 - 20 triệu,https://www.topcv.vn/viec-lam/nhan-vien-video-creative-app/1655471.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
Dược phẩm / Y tế / Công nghệ sinh học,1 năm,Hà Nội,25-99 nhân viên,13 - 18 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-social-media/1655436.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
IT - Phần mềm,Không yêu cầu,Hà Nội,25-99 nhân viên,Tới 2 triệu,https://www.topcv.vn/viec-lam/thuc-tap-sinh-kinh-doanh/1655423.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
IT - Phần mềm,Dưới 1 năm,Hồ Chí Minh & 4 nơi khác,100-499 nhân viên,10 - 40 triệu,https://www.topcv.vn/viec-lam/sales-b2b-executivetu-van-phan-mem-doanh-nghiep/1655409.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
IT - Phần mềm,Không yêu cầu,Hồ Chí Minh,100-499 nhân viên,6 - 7 triệu,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-cong-nghe-thong-tin/1600872.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
Giáo dục / Đào tạo,1 năm,Hà Nội,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/giang-vien-co-huu-bo-mon-cong-nghe-phan-mem/1149595.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
Giáo dục / Đào tạo,2 năm,Hà Nội,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/giang-vien-co-huu-bo-mon-he-thong-thong-tin/1176995.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
IT - Phần mềm,Không yêu cầu,Hà Nội,100-499 nhân viên,2 - 4 triệu,https://www.topcv.vn/viec-lam/intern-business-development-japan-market/1584664.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
IT - Phần mềm,2 năm,Hà Nội,100-499 nhân viên,8 - 15 triệu,https://www.topcv.vn/viec-lam/3d-modeler-game/1587756.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
IT - Phần mềm,5 năm,Hồ Chí Minh,100-499 nhân viên,20 - 30 triệu,https://www.topcv.vn/viec-lam/java-developer/1655346.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
IT - Phần cứng,1 năm,Hồ Chí Minh,100-499 nhân viên,25 - 30 triệu,https://www.topcv.vn/viec-lam/presale-system-engineer/1603775.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
Khác,2 năm,Hà Nội,100-499 nhân viên,40 - 50 triệu,https://www.topcv.vn/viec-lam/truong-phong-kinh-doanh-phan-mem/1653873.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
N/A,1 năm,Nhật Bản,nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/ky-su-cau-noi-brse/1167292.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
IT - Phần mềm,Không yêu cầu,Hà Nội,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/intern-ruby/1576606.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/saleforce-remote/1655288.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
Sản xuất,1 năm,Bắc Ninh,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke/1655295.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
Nhà hàng / Khách sạn,Dưới 1 năm,Hồ Chí Minh,25-99 nhân viên,Từ 2 triệu,https://www.topcv.vn/viec-lam/designer-intern/1655293.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
Sản xuất,5 năm,Hồ Chí Minh,500-1000 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/ui-ux-designer/1655872.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/fptis/tuyen-dung/senior-java-developer-domain-insurance-j1577743.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
Viễn thông,1 năm,Hà Nội,1000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/ky-su-trien-khai-duong-truyen-leasedline/1655730.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
Giải trí,1 năm,Hà Nội,500-1000 nhân viên,9 - 15 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa-graphic-designer/1655265.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
IT - Phần mềm,3 năm,Hà Nội,100-499 nhân viên,Tới 35 triệu,https://www.topcv.vn/viec-lam/database-administration/682516.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
IT - Phần mềm,3 năm,Hà Nội,100-499 nhân viên,Tới 35 triệu,https://www.topcv.vn/viec-lam/devops-engineer/1423350.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/vpbank/tuyen-dung/senior-automation-test-ta172-j1655726.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
Marketing / Truyền thông / Quảng cáo,1 năm,Hà Nội,100-499 nhân viên,10 - 15 triệu,https://www.topcv.vn/viec-lam/game-product-owner-analyst/1655223.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
IT - Phần mềm,3 năm,Hà Nội,100-499 nhân viên,20 - 30 triệu,https://www.topcv.vn/viec-lam/automation-tester/1259547.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
Dược phẩm / Y tế / Công nghệ sinh học,2 năm,Hà Nội,100-499 nhân viên,12 - 15 triệu,https://www.topcv.vn/viec-lam/chuyen-vien-thiet-ke-linh-vuc-tham-my-my-pham/1600870.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
Viễn thông,2 năm,Hà Nội,5000+ nhân viên,17 - 30 triệu,https://www.topcv.vn/viec-lam/security-content-analyst/1655218.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355183
