Field,Experience,Location,Company Size,Salary,URL
IT - Phần mềm,4 năm,Đà Nẵng,25-99 nhân viên,7 - 15 triệu,https://www.topcv.vn/viec-lam/nhan-vien-ui-ux-designer/1658128.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355168
IT - Phần mềm,Dưới 1 năm,Hồ Chí Minh,1000+ nhân viên,7 - 15 triệu,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-ban-hang/1477118.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355168
Internet / Online,2 năm,Hà Nội,25-99 nhân viên,40 - 60 triệu,https://www.topcv.vn/viec-lam/truong-phong-kinh-doanh-phan-mem-crm/1188037.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355168
IT - Phần mềm,1 năm,Hà Nội,1000+ nhân viên,Tới 55 triệu,https://www.topcv.vn/viec-lam/ky-su-cau-noi-brse/1026776.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355168
IT - Phần mềm,2 năm,Hà Nội,25-99 nhân viên,15 - 20 triệu,https://www.topcv.vn/viec-lam/business-analyst/922964.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355168
IT - Phần mềm,2 năm,Hồ Chí Minh,25-99 nhân viên,23 - 29 triệu,https://www.topcv.vn/viec-lam/automatic-tester/1657017.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355168
IT - Phần mềm,1 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/embedded-software-engineer/1658007.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355168
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/software-engineer-dev/1657978.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355168
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/business-analyst-product-development/1657965.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355168
Điện tử / Điện lạnh,3 năm,Hà Nội,10-24 nhân viên,18 - 30 triệu,https://www.topcv.vn/viec-lam/ui-ux-design/1499747.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355168
IT - Phần mềm,Dưới 1 năm,Hồ Chí Minh & 3 nơi khác,100-499 nhân viên,10 - 30 triệu,https://www.topcv.vn/viec-lam/sale-b2b-giai-phap-quan-ly-kinh-doanh/1346970.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355168
IT - Phần mềm,3 năm,Hồ Chí Minh,100-499 nhân viên,10 - 30 triệu,https://www.topcv.vn/viec-lam/chuyen-vien-lap-trinh-web/1305809.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355168
IT - Phần mềm,2 năm,Hồ Chí Minh,100-499 nhân viên,15 - 25 triệu,https://www.topcv.vn/viec-lam/quan-tri-he-thong-email-system-admin/1562282.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
Sản xuất,1 năm,Hải Phòng,100-499 nhân viên,10 - 20 triệu,https://www.topcv.vn/viec-lam/lap-trinh-vien-linh-vuc-san-xuat/400179.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/designer-thiet-ke-do-hoa/1655687.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
IT - Phần mềm,Không yêu cầu,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/chuyen-vien-giam-sat-an-ninh-mang-tier-1/1279630.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/golang-developer-level-junior-middle/1657884.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
Dược phẩm / Y tế / Công nghệ sinh học,1 năm,Hà Nội,500-1000 nhân viên,10 - 15 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa-cong-ty-duoc/1657870.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
Xuất nhập khẩu,2 năm,Hà Nội,25-99 nhân viên,9 - 12 triệu,https://www.topcv.vn/viec-lam/nhan-vien-graphic-design-chuyen-san-tmdt/1656890.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
IT - Phần mềm,Dưới 1 năm,Hà Nội,25-99 nhân viên,8 - 20 triệu,https://www.topcv.vn/viec-lam/cocos-developer/1657855.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke/1006680.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
IT - Phần mềm,Không yêu cầu,Hà Nội,25-99 nhân viên,7 - 18 triệu,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh/1656376.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
IT - Phần mềm,1 năm,Hà Nội,100-499 nhân viên,17 - 28 triệu,https://www.topcv.vn/viec-lam/ky-su-phat-trien-ai-ai-engineer/1657850.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
IT - Phần mềm,Dưới 1 năm,Hà Nội,25-99 nhân viên,7 - 10 triệu,https://www.topcv.vn/viec-lam/lap-trinh-vien-android/1657841.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
IT - Phần mềm,4 năm,Hà Nội,1000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/senior-it-system-engineer/1300283.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
Khác,3 năm,Hà Nội,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/it-project-manager/1657818.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
Tài chính,3 năm,Hà Nội,10000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/java-developer/1467823.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
Marketing / Truyền thông / Quảng cáo,2 năm,Hồ Chí Minh,10-24 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/designer/1656786.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/golang-remote-level-presen-senior/1657790.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
Viễn thông,Dưới 1 năm,Hà Nội,10-24 nhân viên,Từ 7.5 triệu,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-mang-chu-ky-so/1657791.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/java-developer/1655301.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
Khác,1 năm,Hồ Chí Minh,100-499 nhân viên,9 - 12 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke/1657769.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
IT - Phần mềm,1 năm,Hà Nội,25-99 nhân viên,10 - 15 triệu,https://www.topcv.vn/viec-lam/lap-trinh-vien-kotlin-react-native/1657765.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
Agency (Marketing/Advertising),Dưới 1 năm,Hà Nội,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh/1551151.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
IT - Phần mềm,3 năm,Hà Nội,25-99 nhân viên,Tới 25 triệu,https://www.topcv.vn/viec-lam/junior-dev-odoo/1657743.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
Khác,2 năm,Hà Nội,100-499 nhân viên,13 - 15 triệu,https://www.topcv.vn/viec-lam/graphic-designer-nhan-vien-thiet-ke/1657745.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
IT - Phần mềm,3 năm,Hà Nội,25-99 nhân viên,Tới 40 triệu,https://www.topcv.vn/viec-lam/technical-artist-mobile-game/1657720.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
IT - Phần mềm,Không yêu cầu,Hà Nội,100-499 nhân viên,0.0 - 0.0 triệu,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-ho-tro-khach-hang/1657714.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
IT - Phần mềm,1 năm,Hà Nội,25-99 nhân viên,Tới 20 triệu,https://www.topcv.vn/viec-lam/2d-game-ui-artist/1500033.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/python-developer-tren-streamlit/1657687.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
Dược phẩm / Y tế / Công nghệ sinh học,2 năm,Hà Nội,1000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu/1604623.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
IT - Phần mềm,Dưới 1 năm,Hà Nội,25-99 nhân viên,20 - 30 triệu,https://www.topcv.vn/viec-lam/internship-sales-b2b/1657667.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/intern-sepg/1656265.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/nhan-vien-graphic-designer/1501774.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
IT - Phần cứng,Dưới 1 năm,Hà Nội,10-24 nhân viên,12 - 20 triệu,https://www.topcv.vn/viec-lam/nhan-vien-sales-phan-mem/1415329.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
IT - Phần cứng,1 năm,Hà Nội,10-24 nhân viên,10 - 16 triệu,https://www.topcv.vn/viec-lam/nhan-vien-tester-manual-automation/1439057.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
Sản xuất,1 năm,Hà Nội,1000+ nhân viên,15 - 20 triệu,https://www.topcv.vn/viec-lam/lap-trinh-vien/1657612.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/technical-support/1324815.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
Xây dựng,2 năm,Hà Nội,10-24 nhân viên,15 - 22 triệu,https://www.topcv.vn/viec-lam/bim-modeler-revit-architecture/1657602.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
Bán lẻ - Hàng tiêu dùng - FMCG,3 năm,Hồ Chí Minh,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa/1656603.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/ui-ux-designer-mobile-app/1657192.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
IT - Phần mềm,3 năm,Hà Nội,100-499 nhân viên,15 - 25 triệu,https://www.topcv.vn/viec-lam/ky-su-quan-tri-he-thong/1347111.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
IT - Phần mềm,Không yêu cầu,Hà Nội,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/sale-support/1317531.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
IT - Phần mềm,5 năm,Đà Nẵng,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/technical-leader/1657557.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
Sản xuất,2 năm,Nam Định,500-1000 nhân viên,9 - 12 triệu,https://www.topcv.vn/viec-lam/it-helpdesk/1655980.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-giao-dien-ui-ux/1374622.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
IT - Phần mềm,1 năm,Hà Nội,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/brse-support/1495532.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
Marketing / Truyền thông / Quảng cáo,Không yêu cầu,Hà Nội,100-499 nhân viên,Tới 2 triệu,https://www.topcv.vn/viec-lam/thuc-tap-sinh-design/1657533.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
Viễn thông,3 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/nhan-vien-danh-gia-rui-ro-va-an-toan-thong-tin/475433.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
IT - Phần mềm,2 năm,Hà Nội,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/ios-developer-swift/1608572.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
Bán lẻ - Hàng tiêu dùng - FMCG,2 năm,Hà Nội,1000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/ky-su-quan-tri-ung-dung/1656032.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
Sản xuất,2 năm,Hà Nội,500-1000 nhân viên,15 - 20 triệu,https://www.topcv.vn/viec-lam/chuyen-vien-thiet-ke-va-phan-tich-so-lieu/1655950.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355170
IT - Phần mềm,2 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/concept-artist-middle-level/1603296.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke/1657482.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
Tài chính,3 năm,Hồ Chí Minh,5000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/it-cyber-security/1500127.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
Internet / Online,Không yêu cầu,Hồ Chí Minh,25-99 nhân viên,1 - 2 triệu,https://www.topcv.vn/viec-lam/thuc-tap-sinh-graphic-design/1657465.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
Dược phẩm / Y tế / Công nghệ sinh học,1 năm,Hà Nội,3000+ nhân viên,10 - 12 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke/1426386.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
Bán lẻ - Hàng tiêu dùng - FMCG,1 năm,Hà Nội,25-99 nhân viên,13 - 18 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-graphic-desing/1643557.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
Tài chính,4 năm,Hồ Chí Minh,5000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/java-developer-team-lead/1605787.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
Agency (Marketing/Advertising),1 năm,Nghệ An,25-99 nhân viên,8 - 12 triệu,https://www.topcv.vn/viec-lam/graphic-designer/1652676.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
IT - Phần mềm,2 năm,Hà Nội,25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/fullstack-web-developer-python-reactjs/1657418.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
Bán lẻ - Hàng tiêu dùng - FMCG,1 năm,Hà Nội,1000+ nhân viên,10 - 15 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke/1657421.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
Khác,2 năm,Hà Nội,25-99 nhân viên,12 - 20 triệu,https://www.topcv.vn/viec-lam/ky-su-giai-phap-cong-nghe-thong-tin/1656270.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/fullstack-developer-java-angular/1653603.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
IT - Phần mềm,1 năm,Hà Nội,25-99 nhân viên,Tới 20 triệu,https://www.topcv.vn/viec-lam/chuyen-vien-kiem-soat-quy-trinh-pqa/1657378.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
IT - Phần mềm,2 năm,Hà Nội,100-499 nhân viên,10 - 25 triệu,https://www.topcv.vn/viec-lam/android-middle/1657338.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
IT - Phần mềm,2 năm,Hà Nội,25-99 nhân viên,15 - 20 triệu,https://www.topcv.vn/viec-lam/chuyen-vien-phat-trien-kinh-doanh-bd-sales-b2b/1536300.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-mang-cloud-network-engineer/1658054.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
IT - Phần mềm,3 năm,"Hà Nội, Hồ Chí Minh",100-499 nhân viên,Tới 25 triệu,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh/416592.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
IT - Phần mềm,2 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/truong-phong-kinh-doanh-co-dien-me/1085422.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/nhan-vien-designer/1418163.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/viec-lam/business-analyst/1657281.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
IT - Phần mềm,2 năm,"Hồ Chí Minh, Hà Nội",25-99 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/senior-it-engineer-ky-su-chinh-giai-phap-cntt/1430517.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
Bán lẻ - Hàng tiêu dùng - FMCG,3 năm,Hà Nội,10-24 nhân viên,20 - 30 triệu,https://www.topcv.vn/viec-lam/senior-php-dev/1657247.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
IT - Phần mềm,3 năm,Hà Nội,1000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/senior-presales-tieng-nhat-n2/1647865.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
Thương mại điện tử,1 năm,Hà Nội,100-499 nhân viên,10 - 12 triệu,https://www.topcv.vn/viec-lam/graphic-designer/1445899.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
IT - Phần mềm,2 năm,Hà Nội,100-499 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/account-manager/1657776.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
Xây dựng,1 năm,Hà Nội,500-1000 nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-hinh-anh/1657738.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
Tài chính,3 năm,Hà Nội,10000+ nhân viên,Thoả thuận,https://www.topcv.vn/viec-lam/bridge-software-engineer-n2-up/1657715.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/vpbank/tuyen-dung/senior-fullstack-developer-risk-infrastructure-team-j1658064.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/fptis/tuyen-dung/rpa-developer-j1607218.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
N/A,N/A,N/A,N/A,N/A,https://www.topcv.vn/brand/chinhanhtranscosmoshochiminh/tuyen-dung/nhan-vien-kiem-duyet-noi-dung-khong-yeu-cau-kinh-nghiem-lam-tai-tan-binh-j1657604.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
Sản xuất,3 năm,Đồng Nai,100-499 nhân viên,Từ 15 triệu,https://www.topcv.vn/viec-lam/chuyen-vien-it/1658085.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
Tài chính,1 năm,Hà Nội,100-499 nhân viên,8 - 12 triệu,https://www.topcv.vn/viec-lam/chuyen-vien-nhan-vien-thiet-ke-do-hoa/1657197.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
Dược phẩm / Y tế / Công nghệ sinh học,2 năm,Hà Nội,25-99 nhân viên,12 - 14 triệu,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke/1657180.html?ta_source=JobSearchList_LinkDetail&u_sr_id=2BTFH7pngJ1pylw9WqKAfG2mAWHIWqWIJd40iluX_1742355173
